scenario,example_id,seed,penalty,lambda,l1_ratio,bic,test_ll,time,tpr,fpr,fdr,fnr,mse,selected_size,active_size,tp,fp,fn,tn
B,4,9004,lasso,50.0,,4960.075883686188,-2.495646912422522,2.9949452877044678,0.9,0.16666666666666666,0.35714285714285715,0.1,0.007308866192932779,14,10,9,5,1,25
B,4,9004,lasso,100.0,,5060.759171772447,-2.5743017879460837,3.0971477031707764,0.8,0.06666666666666667,0.2,0.2,0.019234710303737714,10,10,8,2,2,28
B,4,9004,lasso,200.0,,5123.492759003475,-2.6309105454115396,3.9800920486450195,0.6,0.0,0.0,0.4,0.02479107164463971,6,10,6,0,4,30
B,4,9004,enet,1.0,0.5,5071.712605783307,-2.463974011965728,5.960520505905151,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0021134457880008064,39,10,10,29,0,1
B,4,9004,enet,2.0,0.5,5071.688900224393,-2.463599539616599,6.401991605758667,1.0,0.9666666666666667,0.7435897435897436,0.0,0.002015499393165797,39,10,10,29,0,1
B,4,9004,enet,5.0,0.5,5058.567507004649,-2.4627254307633613,5.513601064682007,1.0,0.9,0.7297297297297297,0.0,0.0018784193841939693,37,10,10,27,0,3
B,4,9004,enet,10.0,0.5,5053.948175153327,-2.4626664624961676,4.972239255905151,1.0,0.8666666666666667,0.7222222222222222,0.0,0.0018742862141262777,36,10,10,26,0,4
B,4,9004,enet,20.0,0.5,5034.035552075228,-2.4650836578901036,4.06166934967041,1.0,0.7333333333333334,0.6875,0.0,0.0020041191811425315,32,10,10,22,0,8
B,4,9004,enet,50.0,0.5,4992.616820008865,-2.484395990452141,3.6846232414245605,1.0,0.39999999999999997,0.5454545454545454,0.0,0.005158781072762072,22,10,10,12,0,18
B,4,9004,enet,100.0,0.5,4980.021440074484,-2.508717700363222,3.0753283500671387,0.9,0.16666666666666666,0.35714285714285715,0.1,0.009310046234656526,14,10,9,5,1,25
B,4,9004,enet,200.0,0.5,5091.085334658482,-2.596773496569276,3.9097983837127686,0.8,0.06666666666666667,0.2,0.2,0.021364630164602865,10,10,8,2,2,28
B,1,9101,none,0.0,,3997.9294984203266,-1.9333879976751855,0.8513200283050537,1.0,1.0,0.75,0.0,0.005205235105392164,40,10,10,30,0,0
B,1,9101,lasso,1.0,,3977.4113366172996,-1.931866010577638,0.8548088073730469,1.0,0.9,0.7297297297297297,0.0,0.004599059272584991,37,10,10,27,0,3
B,1,9101,lasso,2.0,,3971.0581270442563,-1.9304670629983323,0.8184926509857178,1.0,0.8666666666666667,0.7222222222222222,0.0,0.0040532460167744845,36,10,10,26,0,4
B,1,9101,lasso,5.0,,3961.14301443921,-1.9269952614942134,0.7897965908050537,1.0,0.8,0.7058823529411765,0.0,0.002742663456153021,34,10,10,24,0,6
B,1,9101,lasso,10.0,,3916.5792321584627,-1.9246702008121577,0.8825538158416748,1.0,0.5333333333333333,0.6153846153846154,0.0,0.0018412140621067539,26,10,10,16,0,14
B,1,9101,lasso,20.0,,3898.3126159238054,-1.9270090465289031,1.2318708896636963,1.0,0.3,0.47368421052631576,0.0,0.0031967547245012225,19,10,10,9,0,21
B,1,9101,lasso,50.0,,4127.0320850832195,-2.044837210230291,1.592789649963379,0.6,0.0,0.0,0.4,0.10491985929713789,6,10,6,0,4,30
B,1,9101,lasso,100.0,,4349.271492706698,-2.150553808512032,0.31867551803588867,0.30000000000000004,0.0,0.0,0.7,0.16673157277955264,3,10,3,0,7,30
B,1,9101,lasso,200.0,,4342.405154869936,-2.150442462084883,0.5078887939453125,0.2,0.0,0.0,0.8,0.16630331510214125,2,10,2,0,8,30
B,1,9101,enet,1.0,0.5,3984.2287473103593,-1.932446905406532,0.8285784721374512,1.0,0.9333333333333333,0.7368421052631579,0.0,0.004818455577723748,38,10,10,28,0,2
B,1,9101,enet,2.0,0.5,3977.593350221487,-1.9315981255361772,0.8367092609405518,1.0,0.9,0.7297297297297297,0.0,0.004459502178361016,37,10,10,27,0,3
B,1,9101,enet,5.0,0.5,3972.425060541169,-1.9293654849881132,0.7759501934051514,1.0,0.8666666666666667,0.7222222222222222,0.0,0.0035638693353299868,36,10,10,26,0,4
B,1,9101,enet,10.0,0.5,3964.7525122613915,-1.9269207311437158,0.8345060348510742,1.0,0.8,0.7058823529411765,0.0,0.002643870996819159,34,10,10,24,0,6
B,1,9101,enet,20.0,0.5,3930.0489997456802,-1.9269771371984317,0.8963954448699951,1.0,0.5333333333333333,0.6153846153846154,0.0,0.0030698917144690962,26,10,10,16,0,14
B,1,9101,enet,50.0,0.5,4003.166370622659,-1.9727158348378213,0.9435544013977051,1.0,0.16666666666666666,0.3333333333333333,0.0,0.03297830652656471,15,10,10,5,0,25
B,1,9101,enet,100.0,0.5,4263.710797717059,-2.1077273591832437,0.5054616928100586,0.4,0.0,0.0,0.6,0.14147004939906782,4,10,4,0,6,30
B,1,9101,enet,200.0,0.5,4342.757277953416,-2.1506278650456925,0.5121860504150391,0.2,0.0,0.0,0.8,0.16679135420657454,2,10,2,0,8,30
B,2,9102,none,0.0,,2545.1563353296224,-1.207414531969527,1.0878992080688477,1.0,1.0,0.75,0.0,0.00834551986543321,40,10,10,30,0,0
B,2,9102,lasso,1.0,,2545.1974473078594,-1.206064457665027,1.1045639514923096,1.0,1.0,0.75,0.0,0.00827251992730796,40,10,10,30,0,0
B,2,9102,lasso,2.0,,2531.508776947401,-1.2048870842211898,1.0507185459136963,1.0,0.9333333333333333,0.7368421052631579,0.0,0.008186345280423455,38,10,10,28,0,2
B,2,9102,lasso,5.0,,2532.25792461284,-1.2018988139996554,1.187187671661377,1.0,0.9333333333333333,0.7368421052631579,0.0,0.007988173846228274,38,10,10,28,0,2
B,2,9102,lasso,10.0,,2528.1818641673435,-1.1977234006663116,1.1931366920471191,1.0,0.9,0.7297297297297297,0.0,0.00784009671708076,37,10,10,27,0,3
B,2,9102,lasso,20.0,,2517.8634897431543,-1.1921951352668203,1.2472729682922363,1.0,0.7666666666666666,0.696969696969697,0.0,0.00799476655598695,33,10,10,23,0,7
B,2,9102,lasso,50.0,,2481.065807945685,-1.1936129732251983,1.4155969619750977,1.0,0.36666666666666664,0.5238095238095238,0.0,0.011123140132700136,21,10,10,11,0,19
B,2,9102,lasso,100.0,,2507.4501429361662,-1.216529421498943,2.67323899269104,0.8,0.23333333333333334,0.4666666666666667,0.2,0.018745670727601395,15,10,8,7,2,23
B,2,9102,lasso,200.0,,2503.634447583339,-1.2176131679158644,2.3729569911956787,0.6,0.1,0.3333333333333333,0.4,0.020220119034263455,9,10,6,3,4,27
B,2,9102,enet,1.0,0.5,2545.170157779521,-1.206632466110745,1.0891928672790527,1.0,1.0,0.75,0.0,0.008306379172271696,40,10,10,30,0,0
B,2,9102,enet,2.0,0.5,2545.2099784515194,-1.2059698750661647,1.1230762004852295,1.0,1.0,0.75,0.0,0.008269426563701115,40,10,10,30,0,0
B,2,9102,enet,5.0,0.5,2531.666262810988,-1.2041579917366572,1.0924222469329834,1.0,0.9333333333333333,0.7368421052631579,0.0,0.00815282181904275,38,10,10,28,0,2
B,2,9102,enet,10.0,0.5,2532.5041788688986,-1.2015578831409246,1.212770700454712,1.0,0.9333333333333333,0.7368421052631579,0.0,0.007992349649122455,38,10,10,28,0,2
B,2,9102,enet,20.0,0.5,2529.0257708111294,-1.1973578608586124,1.221022129058838,1.0,0.9,0.7297297297297297,0.0,0.007894547647156584,37,10,10,27,0,3
B,2,9102,enet,50.0,0.5,2508.039278120538,-1.1917831943544466,1.2055134773254395,1.0,0.7,0.6774193548387096,0.0,0.00862325316114441,31,10,10,21,0,9
B,2,9102,enet,100.0,0.5,2488.950039800342,-1.196409717313717,1.4017961025238037,1.0,0.36666666666666664,0.5238095238095238,0.0,0.0120016545237942,21,10,10,11,0,19
B,2,9102,enet,200.0,0.5,2511.337424987185,-1.2170900207925897,1.5779080390930176,0.8,0.23333333333333334,0.4666666666666667,0.2,0.019015225401502852,15,10,8,7,2,23
B,4,9104,none,0.0,,5052.2812783837635,-2.4728394305656796,5.251439094543457,1.0,1.0,0.75,0.0,0.00328952963046491,40,10,10,30,0,0
B,4,9104,lasso,1.0,,5052.733289731525,-2.4689223395722397,5.019466161727905,1.0,1.0,0.75,0.0,0.0026610709218156912,40,10,10,30,0,0
B,4,9104,lasso,2.0,,5046.2426238460575,-2.467818239732712,4.869774580001831,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0023969797489779357,39,10,10,29,0,1
B,4,9104,lasso,5.0,,5027.979424660436,-2.4606457843729586,4.6239097118377686,1.0,0.8666666666666667,0.7222222222222222,0.0,0.0014447456589202206,36,10,10,26,0,4
B,4,9104,lasso,10.0,,5006.122738114426,-2.45597685869027,3.9083781242370605,1.0,0.7333333333333334,0.6875,0.0,0.0010986422202622246,32,10,10,22,0,8
B,4,9104,lasso,20.0,,4984.649492513912,-2.4581307525020226,3.908450126647949,1.0,0.5666666666666667,0.6296296296296297,0.0,0.002034790912961981,27,10,10,17,0,13
B,4,9104,lasso,50.0,,4974.008635264438,-2.4729596316009466,3.7077112197875977,1.0,0.3333333333333333,0.5,0.0,0.006229202160004398,20,10,10,10,0,20
B,4,9104,lasso,100.0,,5049.272185593733,-2.5230054686445156,3.8302364349365234,0.9,0.1,0.25,0.1,0.017258914161991004,12,10,9,3,1,27
B,4,9104,lasso,200.0,,5174.834717300245,-2.603503365280403,3.2495336532592773,0.6,0.0,0.0,0.4,0.026706035136509175,6,10,6,0,4,30
B,4,9104,enet,1.0,0.5,5052.605566966142,-2.4702297770479356,5.511755704879761,1.0,1.0,0.75,0.0,0.002876879815267612,40,10,10,30,0,0
B,4,9104,enet,2.0,0.5,5052.8312740632755,-2.4686232527127205,5.418941497802734,1.0,1.0,0.75,0.0,0.0025997901369923257,40,10,10,30,0,0
B,4,9104,enet,5.0,0.5,5047.009220557772,-2.4663138303605883,4.663902521133423,1.0,0.9666666666666667,0.7435897435897436,0.0,0.002161433007444224,39,10,10,29,0,1
B,4,9104,enet,10.0,0.5,5029.042967919062,-2.4612180924507605,4.429556846618652,1.0,0.8666666666666667,0.7222222222222222,0.0,0.0015293831485105453,36,10,10,26,0,4
B,4,9104,enet,20.0,0.5,5008.444429903003,-2.4576900459528637,4.3968665599823,1.0,0.7333333333333334,0.6875,0.0,0.0014256467628011792,32,10,10,22,0,8
B,4,9104,enet,50.0,0.5,4975.702922754588,-2.465164206545919,3.6555328369140625,1.0,0.4666666666666667,0.5833333333333334,0.0,0.0036498744996217992,24,10,10,14,0,16
B,4,9104,enet,100.0,0.5,4994.625818641408,-2.4845199616343847,3.9398951530456543,1.0,0.3333333333333333,0.5,0.0,0.00857449069397607,20,10,10,10,0,20
B,4,9104,enet,200.0,0.5,5096.346393371437,-2.5472590161544426,3.0639452934265137,0.9,0.1,0.25,0.1,0.020310442719903867,12,10,9,3,1,27
B,1,9201,none,0.0,,4069.823800897938,-1.8981842689989572,0.5991806983947754,1.0,1.0,0.75,0.0,0.005880221605649794,40,10,10,30,0,0
B,1,9201,lasso,1.0,,4049.269298214971,-1.8961739858067777,0.6183500289916992,1.0,0.9,0.7297297297297297,0.0,0.005414319098554662,37,10,10,27,0,3
B,1,9201,lasso,2.0,,4049.7583363316307,-1.8943638496099224,0.6249582767486572,1.0,0.9,0.7297297297297297,0.0,0.00499716147506131,37,10,10,27,0,3
B,1,9201,lasso,5.0,,4039.2750122020657,-1.8897886696297186,0.6126604080200195,1.0,0.8333333333333334,0.7142857142857143,0.0,0.004007163158941335,35,10,10,25,0,5
B,1,9201,lasso,10.0,,4001.665424464165,-1.8865240579113316,0.6769959926605225,1.0,0.6,0.6428571428571429,0.0,0.003346665077014359,28,10,10,18,0,12
B,1,9201,lasso,20.0,,3957.955545358188,-1.8902546811278822,1.0320062637329102,1.0,0.26666666666666666,0.4444444444444444,0.0,0.004602864674679582,18,10,10,8,0,22
B,1,9201,lasso,50.0,,4212.170391941118,-2.0814151615610936,0.6956968307495117,0.5,0.0,0.0,0.5,0.11641896539008778,5,10,5,0,5,30
B,1,9201,lasso,100.0,,4381.761598564409,-2.1762273195112463,0.6055338382720947,0.2,0.0,0.0,0.8,0.16239709094275107,2,10,2,0,8,30
B,1,9201,lasso,200.0,,4381.691496863988,-2.176121881023729,0.5011169910430908,0.2,0.0,0.0,0.8,0.1620339836184615,2,10,2,0,8,30
B,1,9201,enet,1.0,0.5,4056.1003213747445,-1.8969358372659135,0.6106412410736084,1.0,0.9333333333333333,0.7368421052631579,0.0,0.005606602359316029,38,10,10,28,0,2
B,1,9201,enet,2.0,0.5,4049.420312973777,-1.895813844462084,0.6086888313293457,1.0,0.9,0.7297297297297297,0.0,0.005360508154811568,37,10,10,27,0,3
B,1,9201,enet,5.0,0.5,4050.9007678486414,-1.8928961829694702,0.6372690200805664,1.0,0.9,0.7297297297297297,0.0,0.004754644135570506,37,10,10,27,0,3
B,1,9201,enet,10.0,0.5,4042.1593819903137,-1.889530782182729,0.6566627025604248,1.0,0.8333333333333334,0.7142857142857143,0.0,0.004175307212039731,35,10,10,25,0,5
