scenario,example_id,seed,penalty,lambda,l1_ratio,bic,test_ll,time,tpr,fpr,fdr,fnr,mse,selected_size,active_size,tp,fp,fn,tn
B,1,2701,enet,5.0,0.5,3993.5454439290147,-1.884548305914677,0.5443630218505859,1.0,0.8,0.7058823529411765,0.0,0.0030655677109164906,34,10,10,24,0,6
B,1,2701,enet,10.0,0.5,3972.4161977212593,-1.8858893935368306,0.5344505310058594,1.0,0.6666666666666667,0.6666666666666666,0.0,0.003709596665073162,30,10,10,20,0,10
B,1,2701,enet,20.0,0.5,3938.188669094162,-1.8954380504352173,0.5346050262451172,1.0,0.39999999999999997,0.5454545454545454,0.0,0.007658803273084756,22,10,10,12,0,18
B,1,2701,enet,50.0,0.5,3990.593923104497,-1.9593754098526228,0.7332305908203125,1.0,0.1,0.23076923076923078,0.0,0.04227198984386044,13,10,10,3,0,27
B,1,2701,enet,100.0,0.5,4223.159428171103,-2.09229531673114,0.6337747573852539,0.6,0.0,0.0,0.4,0.12488980508444206,6,10,6,0,4,30
B,1,2701,enet,200.0,0.5,4361.285265769792,-2.1600661378874038,0.5419201850891113,0.2,0.0,0.0,0.8,0.161695642429648,2,10,2,0,8,30
B,2,2702,none,0.0,,2667.53452882123,-1.138421629699331,1.4153728485107422,1.0,1.0,0.75,0.0,0.0014577019210615094,40,10,10,30,0,0
B,2,2702,lasso,1.0,,2660.693364596661,-1.137654195716501,1.4966883659362793,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0013746989615912569,39,10,10,29,0,1
B,2,2702,lasso,2.0,,2653.9716896039668,-1.1369541810433204,1.4811716079711914,1.0,0.9,0.7297297297297297,0.0,0.0013058628307569759,37,10,10,27,0,3
B,2,2702,lasso,5.0,,2641.287013214094,-1.1352860899068724,1.4768331050872803,1.0,0.8666666666666667,0.7222222222222222,0.0,0.0011520975598422697,36,10,10,26,0,4
B,2,2702,lasso,10.0,,2631.0540979375655,-1.133937969954815,1.5314114093780518,1.0,0.8,0.7058823529411765,0.0,0.001058530887278718,34,10,10,24,0,6
B,2,2702,lasso,20.0,,2602.1584448387584,-1.1344720480109105,1.4361181259155273,1.0,0.6,0.6428571428571429,0.0,0.0015216680460170186,28,10,10,18,0,12
B,2,2702,lasso,50.0,,2570.8939281510616,-1.1546929614062764,1.59848952293396,0.8,0.3,0.5294117647058824,0.2,0.006782312264879661,17,10,8,9,2,21
B,2,2702,lasso,100.0,,2560.2257177325264,-1.158689411700674,1.7202892303466797,0.6,0.2,0.5,0.4,0.007986167021916728,12,10,6,6,4,24
B,2,2702,lasso,200.0,,2555.486598600186,-1.1641175078609116,1.8455815315246582,0.6,0.1,0.3333333333333333,0.4,0.008056359759121046,9,10,6,3,4,27
B,2,2702,enet,1.0,0.5,2660.649374539446,-1.138003613366313,1.4326107501983643,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0014138553912316552,39,10,10,29,0,1
B,2,2702,enet,2.0,0.5,2660.7070500193004,-1.137621125800811,1.4634807109832764,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0013730520487607715,39,10,10,29,0,1
B,2,2702,enet,5.0,0.5,2647.262112857149,-1.136585151720984,1.4389386177062988,1.0,0.9,0.7297297297297297,0.0,0.0012747036901829703,37,10,10,27,0,3
B,2,2702,enet,10.0,0.5,2641.5527250189753,-1.135291348317501,1.4377455711364746,1.0,0.8666666666666667,0.7222222222222222,0.0,0.001169485648984094,36,10,10,26,0,4
B,2,2702,enet,20.0,0.5,2631.957988778358,-1.134216907325621,1.519693374633789,1.0,0.8,0.7058823529411765,0.0,0.0011440938608498024,34,10,10,24,0,6
B,2,2702,enet,50.0,0.5,2577.3348894891255,-1.1377474459388441,1.9067392349243164,1.0,0.4333333333333333,0.5652173913043478,0.0,0.0024429735281893726,23,10,10,13,0,17
B,2,2702,enet,100.0,0.5,2572.2226560696045,-1.1552281619351807,1.9357364177703857,0.8,0.3,0.5294117647058824,0.2,0.006909245522518702,17,10,8,9,2,21
B,2,2702,enet,200.0,0.5,2554.6992594885637,-1.1593334606223156,1.7496356964111328,0.6,0.2,0.5,0.4,0.008003700834085681,12,10,6,6,4,24
B,4,2704,none,0.0,,5199.153957587915,-2.452918975268545,14.811368465423584,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0027244473203951345,39,10,10,29,0,1
B,4,2704,lasso,1.0,,5198.570131411754,-2.4700194574973846,6.915027618408203,1.0,1.0,0.75,0.0,0.0051428577019911135,40,10,10,30,0,0
B,4,2704,lasso,2.0,,5197.306833094497,-2.47138001245332,6.073961973190308,1.0,1.0,0.75,0.0,0.004825634234316268,40,10,10,30,0,0
B,4,2704,lasso,5.0,,5171.987364377384,-2.466341852011264,5.450618743896484,1.0,0.8666666666666667,0.7222222222222222,0.0,0.004258572705558984,36,10,10,26,0,4
B,4,2704,lasso,10.0,,5171.909075112339,-2.4565896732162535,5.00566554069519,1.0,0.8333333333333333,0.7142857142857143,0.0,0.0032350552998776723,35,10,10,25,0,5
B,4,2704,lasso,20.0,,5103.8664812214465,-2.4485021780536296,5.6465229988098145,1.0,0.43333333333333335,0.5652173913043478,0.0,0.0022822112653655695,23,10,10,13,0,17
B,4,2704,lasso,50.0,,5104.225947866769,-2.4736814440384087,4.128507137298584,1.0,0.16666666666666666,0.3333333333333333,0.0,0.008500705931938815,15,10,10,5,0,25
B,4,2704,lasso,100.0,,5145.827096093818,-2.5261224870015213,3.9099574089050293,0.8,0.03333333333333333,0.1111111111111111,0.2,0.019565496929566436,9,10,8,1,2,29
B,4,2704,lasso,200.0,,5270.135768820438,-2.579206913826271,3.0452523231506348,0.7,0.0,0.0,0.3,0.025716374136482187,7,10,7,0,3,30
B,4,2704,enet,1.0,0.5,5192.1969136510525,-2.451822233099539,7.331533908843994,1.0,0.9666666666666667,0.7435897435897436,0.0,0.002464521899187183,39,10,10,29,0,1
B,4,2704,enet,2.0,0.5,5196.81653695535,-2.4701731321698497,6.415882587432861,1.0,1.0,0.75,0.0,0.00468201505650369,40,10,10,30,0,0
B,4,2704,enet,5.0,0.5,5198.060380854598,-2.4697082929130576,5.731929779052734,1.0,1.0,0.75,0.0,0.004672221173778808,40,10,10,30,0,0
B,4,2704,enet,10.0,0.5,5173.157040932883,-2.4665553309198813,5.4802422523498535,1.0,0.8666666666666667,0.7222222222222222,0.0,0.004486534192863129,36,10,10,26,0,4
B,4,2704,enet,20.0,0.5,5168.052521967302,-2.451920761851264,5.308619022369385,1.0,0.7666666666666666,0.696969696969697,0.0,0.002621897127649423,33,10,10,23,0,7
B,4,2704,enet,50.0,0.5,5098.100051085157,-2.456461320790173,4.602839469909668,1.0,0.3333333333333333,0.5,0.0,0.004369301616771432,20,10,10,10,0,20
B,4,2704,enet,100.0,0.5,5115.892717512912,-2.4839419961399027,4.1219422817230225,1.0,0.16666666666666666,0.3333333333333333,0.0,0.010862040489145585,15,10,10,5,0,25
B,4,2704,enet,200.0,0.5,5172.841459562396,-2.536086542578445,3.415318012237549,0.8,0.03333333333333333,0.1111111111111111,0.2,0.020365256005250604,9,10,8,1,2,29
B,1,2801,none,0.0,,3924.0091028951024,-1.9194217940969434,0.7518310546875,1.0,1.0,0.75,0.0,0.007039922159018679,40,10,10,30,0,0
B,1,2801,lasso,1.0,,3910.3932271128647,-1.9170642511867833,0.7824156284332275,1.0,0.9333333333333333,0.7368421052631579,0.0,0.006603055974936039,38,10,10,28,0,2
B,1,2801,lasso,2.0,,3897.126408165852,-1.914896687249251,0.7818436622619629,1.0,0.8666666666666667,0.7222222222222222,0.0,0.0062509900266431535,36,10,10,26,0,4
B,1,2801,lasso,5.0,,3872.7409051887553,-1.9093951803172404,0.758652925491333,1.0,0.7333333333333334,0.6875,0.0,0.005732489694391501,32,10,10,22,0,8
B,1,2801,lasso,10.0,,3848.4915383691314,-1.9030950869361443,0.7364485263824463,1.0,0.5666666666666667,0.6296296296296297,0.0,0.005820300954223824,27,10,10,17,0,13
B,1,2801,lasso,20.0,,3815.6957276064886,-1.902248523032731,0.8456919193267822,1.0,0.26666666666666666,0.4444444444444444,0.0,0.00938875652787852,18,10,10,8,0,22
B,1,2801,lasso,50.0,,3980.733875949903,-2.0033308513368855,0.7983121871948242,0.6,0.03333333333333333,0.14285714285714285,0.4,0.10053778267508313,7,10,6,1,4,29
B,1,2801,lasso,100.0,,4234.610555795497,-2.103288283509867,0.6933419704437256,0.4,0.0,0.0,0.6,0.1426048871334335,4,10,4,0,6,30
B,1,2801,lasso,200.0,,4330.910724689025,-2.1473430029552056,0.652642011642456,0.2,0.0,0.0,0.8,0.1620405447789104,2,10,2,0,8,30
B,1,2801,enet,1.0,0.5,3917.204252487303,-1.9180987246021959,0.7731640338897705,1.0,0.9666666666666667,0.7435897435897436,0.0,0.006854580818215055,39,10,10,29,0,1
B,1,2801,enet,2.0,0.5,3910.5456508564116,-1.916855951706804,0.794367790222168,1.0,0.9333333333333333,0.7368421052631579,0.0,0.006699189820664184,38,10,10,28,0,2
B,1,2801,enet,5.0,0.5,3891.363132718497,-1.9136229861582612,0.795724630355835,1.0,0.8333333333333334,0.7142857142857143,0.0,0.006455551937477698,35,10,10,25,0,5
B,1,2801,enet,10.0,0.5,3882.606575175511,-1.9094673924536532,0.746997594833374,1.0,0.7666666666666666,0.696969696969697,0.0,0.006602523325049388,33,10,10,23,0,7
B,1,2801,enet,20.0,0.5,3852.3310352935546,-1.906509221949255,0.8082165718078613,1.0,0.5333333333333333,0.6153846153846154,0.0,0.008585845682168863,26,10,10,16,0,14
B,1,2801,enet,50.0,0.5,3916.7497892393535,-1.9625382271184006,0.9908912181854248,1.0,0.13333333333333333,0.2857142857142857,0.0,0.05303317133768956,14,10,10,4,0,26
B,1,2801,enet,100.0,0.5,4052.8304448566987,-2.0330898515198212,0.8701319694519043,0.6,0.0,0.0,0.4,0.1116530554854829,6,10,6,0,4,30
B,1,2801,enet,200.0,0.5,4304.625597846923,-2.133766553100109,0.4734668731689453,0.30000000000000004,0.0,0.0,0.7,0.15555242155170426,3,10,3,0,7,30
B,2,2802,none,0.0,,2329.784501087144,-1.1057877063636998,1.2355067729949951,1.0,1.0,0.75,0.0,0.0011380224313306167,40,10,10,30,0,0
B,2,2802,lasso,1.0,,2322.9377606754415,-1.1051999682814144,1.2871196269989014,1.0,0.9333333333333333,0.7368421052631579,0.0,0.0010614059913878768,38,10,10,28,0,2
B,2,2802,lasso,2.0,,2309.304012542522,-1.104593309811316,1.2685160636901855,1.0,0.8666666666666667,0.7222222222222222,0.0,0.0009904959500200772,36,10,10,26,0,4
B,2,2802,lasso,5.0,,2296.5637686614004,-1.1033688739856236,1.3915021419525146,1.0,0.8333333333333333,0.7142857142857143,0.0,0.0008606238012975333,35,10,10,25,0,5
B,2,2802,lasso,10.0,,2265.024766564439,-1.101708039547545,1.5008082389831543,1.0,0.6666666666666667,0.6666666666666666,0.0,0.0007969451238237095,30,10,10,20,0,10
B,2,2802,lasso,20.0,,2247.313136955156,-1.1019941271623832,1.624842643737793,1.0,0.5333333333333333,0.6153846153846154,0.0,0.0011738098899034702,26,10,10,16,0,14
B,2,2802,lasso,50.0,,2239.9915093539707,-1.114328143701234,1.6296346187591553,0.9,0.36666666666666664,0.55,0.1,0.0038521690263371927,20,10,9,11,1,19
B,2,2802,lasso,100.0,,2238.838174710002,-1.1353086272551773,2.0348262786865234,0.6,0.2,0.5,0.4,0.007915998623996801,12,10,6,6,4,24
B,2,2802,lasso,200.0,,2239.949696210884,-1.144460139431758,1.780062198638916,0.6,0.06666666666666667,0.25,0.4,0.007995926985712993,8,10,6,2,4,28
B,2,2802,enet,1.0,0.5,2329.8035465215953,-1.1054838502521334,1.2685112953186035,1.0,1.0,0.75,0.0,0.0010955185705197555,40,10,10,30,0,0
B,2,2802,enet,2.0,0.5,2322.952065088163,-1.1051841107292397,1.2801496982574463,1.0,0.9333333333333333,0.7368421052631579,0.0,0.0010560134146193766,38,10,10,28,0,2
B,2,2802,enet,5.0,0.5,2309.5055160444645,-1.104345326940279,1.3303427696228027,1.0,0.8666666666666667,0.7222222222222222,0.0,0.000953162465222801,36,10,10,26,0,4
B,2,2802,enet,10.0,0.5,2296.845633997107,-1.1033957445064027,1.425342321395874,1.0,0.8333333333333333,0.7142857142857143,0.0,0.0008580612907275411,35,10,10,25,0,5
B,2,2802,enet,20.0,0.5,2265.960864840039,-1.1021024466088885,1.458491325378418,1.0,0.6666666666666667,0.6666666666666666,0.0,0.0008456177845704608,30,10,10,20,0,10
B,2,2802,enet,50.0,0.5,2243.354454874412,-1.105638134726789,1.6489646434783936,1.0,0.4666666666666667,0.5833333333333334,0.0,0.001908291905990047,24,10,10,14,0,16
B,2,2802,enet,100.0,0.5,2246.3480962981357,-1.1172274091280383,1.6671183109283447,0.9,0.36666666666666664,0.55,0.1,0.004333292943788176,20,10,9,11,1,19
B,2,2802,enet,200.0,0.5,2240.4736739730283,-1.135983211411604,2.126251459121704,0.6,0.2,0.5,0.4,0.007919349942834455,12,10,6,6,4,24
B,4,2804,none,0.0,,5129.329406904901,-2.4612446852432486,4.944373846054077,1.0,1.0,0.75,0.0,0.0019005040925947384,40,10,10,30,0,0
B,4,2804,lasso,1.0,,5129.6888272062315,-2.4600642821044696,4.7921483516693115,1.0,1.0,0.75,0.0,0.0017182560062953855,40,10,10,30,0,0
B,4,2804,lasso,2.0,,5122.987714670611,-2.4593687766488217,4.930152893066406,1.0,0.9666666666666667,0.7435897435897436,0.0,0.001585526042987163,39,10,10,29,0,1
B,4,2804,lasso,5.0,,5117.533048402815,-2.4573329308944896,4.773198843002319,1.0,0.9333333333333333,0.7368421052631579,0.0,0.0013258929918728,38,10,10,28,0,2
B,4,2804,lasso,10.0,,5073.520584317942,-2.4548990872578673,4.607681751251221,1.0,0.7,0.6774193548387096,0.0,0.0012317359657766193,31,10,10,21,0,9
B,4,2804,lasso,20.0,,5043.068293418168,-2.452608875096097,4.161189556121826,1.0,0.5,0.6,0.0,0.0017736871964632833,25,10,10,15,0,15
B,4,2804,lasso,50.0,,5025.530322092152,-2.4601490825488037,3.4576327800750732,1.0,0.23333333333333334,0.4117647058823529,0.0,0.005518041546969452,17,10,10,7,0,23
B,4,2804,lasso,100.0,,5066.792366497551,-2.492804697976695,3.4490580558776855,0.9,0.03333333333333333,0.1,0.1,0.013403842231392744,10,10,9,1,1,29
B,4,2804,lasso,200.0,,5295.093624265665,-2.5847581754825724,2.76953387260437,0.6,0.0,0.0,0.4,0.02872561965769937,6,10,6,0,4,30
B,4,2804,enet,1.0,0.5,5129.3615088188335,-2.4607998346417967,4.991467237472534,1.0,1.0,0.75,0.0,0.001798353428121137,40,10,10,30,0,0
B,4,2804,enet,2.0,0.5,5129.7685802035485,-2.4599722180654897,4.786612033843994,1.0,1.0,0.75,0.0,0.0016964449790385875,40,10,10,30,0,0
B,4,2804,enet,5.0,0.5,5123.4649845076065,-2.4589130879532726,4.792478799819946,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0015068371290884557,39,10,10,29,0,1
B,4,2804,enet,10.0,0.5,5111.6139450519495,-2.4574820452039727,4.761400461196899,1.0,0.9,0.7297297297297297,0.0,0.0013736427837586162,37,10,10,27,0,3
B,4,2804,enet,20.0,0.5,5075.484079252343,-2.4552990849878205,4.8520166873931885,1.0,0.7,0.6774193548387096,0.0,0.0014861648169745315,31,10,10,21,0,9
B,4,2804,enet,50.0,0.5,5050.0537488189275,-2.455250739829238,3.9235353469848633,1.0,0.4666666666666667,0.5833333333333334,0.0,0.0032613565849952853,24,10,10,14,0,16
B,4,2804,enet,100.0,0.5,5053.371198931991,-2.469020119421054,3.4999382495880127,1.0,0.26666666666666666,0.4444444444444444,0.0,0.007793252887550233,18,10,10,8,0,22
B,4,2804,enet,200.0,0.5,5128.510577889697,-2.5124257075128886,3.2661502361297607,0.9,0.06666666666666667,0.18181818181818182,0.1,0.016681788947468402,11,10,9,2,1,28
B,1,2901,none,0.0,,4121.3949233984695,-1.9085725780382303,0.8582606315612793,1.0,1.0,0.75,0.0,0.005429611361141871,40,10,10,30,0,0
B,1,2901,lasso,1.0,,4114.681188360918,-1.9059579296414122,0.857703685760498,1.0,0.9666666666666667,0.7435897435897436,0.0,0.004766913383873059,39,10,10,29,0,1
B,1,2901,lasso,2.0,,4108.359235562645,-1.9034793716907372,0.8789060115814209,1.0,0.9333333333333333,0.7368421052631579,0.0,0.004166587800766041,38,10,10,28,0,2
B,1,2901,lasso,5.0,,4112.455224641394,-1.8970324813706225,0.9367103576660156,1.0,0.9333333333333333,0.7368421052631579,0.0,0.0026802671648384307,38,10,10,28,0,2
B,1,2901,lasso,10.0,,4050.2877916595344,-1.8889442379327916,0.9461569786071777,1.0,0.5666666666666667,0.6296296296296297,0.0,0.0012798344680897463,27,10,10,17,0,13
B,1,2901,lasso,20.0,,3990.281805811317,-1.8913308891326903,1.1017699241638184,1.0,0.13333333333333333,0.2857142857142857,0.0,0.002711165604566127,14,10,10,4,0,26
B,1,2901,lasso,50.0,,4318.772785931764,-2.078832467212362,0.7347612380981445,0.6,0.0,0.0,0.4,0.12275249164927685,6,10,6,0,4,30
B,1,2901,lasso,100.0,,4438.971171943517,-2.1542573239267946,0.3792724609375,0.2,0.0,0.0,0.8,0.1646460528832581,2,10,2,0,8,30
B,1,2901,lasso,200.0,,4439.164237620361,-2.154292353629776,0.271528959274292,0.2,0.0,0.0,0.8,0.16494595675243018,2,10,2,0,8,30
B,1,2901,enet,1.0,0.5,4114.6145094830945,-1.9069681054601275,0.8592019081115723,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0049911808594113385,39,10,10,29,0,1
B,1,2901,enet,2.0,0.5,4114.919458675275,-1.9054546704544957,0.8804812431335449,1.0,0.9666666666666667,0.7435897435897436,0.0,0.00458502550207384,39,10,10,29,0,1
B,1,2901,enet,5.0,0.5,4109.937469665776,-1.9014500071488638,0.972806453704834,1.0,0.9333333333333333,0.7368421052631579,0.0,0.003556755098788447,38,10,10,28,0,2
B,1,2901,enet,10.0,0.5,4088.985909601279,-1.8963413911270273,0.9669554233551025,1.0,0.8,0.7058823529411765,0.0,0.0023720371305410545,34,10,10,24,0,6
B,1,2901,enet,20.0,0.5,4059.512865675491,-1.8939079454137937,0.9007761478424072,1.0,0.5333333333333333,0.6153846153846154,0.0,0.0025037794239226164,26,10,10,16,0,14
B,1,2901,enet,50.0,0.5,4112.89268789093,-1.9621223064517475,0.8093273639678955,1.0,0.06666666666666667,0.16666666666666666,0.0,0.03400189544380873,12,10,10,2,0,28
B,1,2901,enet,100.0,0.5,4378.614868303828,-2.115484653540034,0.31693077087402344,0.4,0.0,0.0,0.6,0.14250327486382341,4,10,4,0,6,30
B,1,2901,enet,200.0,0.5,4439.294246631467,-2.154284323582629,0.2954294681549072,0.2,0.0,0.0,0.8,0.1651374211714516,2,10,2,0,8,30
B,2,2902,none,0.0,,2612.955158039099,-1.0602232968000003,1.448817253112793,1.0,1.0,0.75,0.0,0.0020298126953831974,40,10,10,30,0,0
B,2,2902,lasso,1.0,,2613.0179310411154,-1.0592112419414426,1.385058879852295,1.0,1.0,0.75,0.0,0.0019204327784872952,40,10,10,30,0,0
B,2,2902,lasso,2.0,,2606.298023541225,-1.0582688811403984,1.3435215950012207,1.0,0.9666666666666667,0.7435897435897436,0.0,0.001825309617168214,39,10,10,29,0,1
B,2,2902,lasso,5.0,,2600.5823179873405,-1.05577165714691,1.510359287261963,1.0,0.9333333333333333,0.7368421052631579,0.0,0.0016144826890574903,38,10,10,28,0,2
B,2,2902,lasso,10.0,,2583.7127935125086,-1.0532053398880534,1.489990472793579,1.0,0.8333333333333333,0.7142857142857143,0.0,0.0014355934275058933,35,10,10,25,0,5
B,2,2902,lasso,20.0,,2567.816791631614,-1.0524846583784244,1.5541644096374512,1.0,0.7,0.6774193548387096,0.0,0.0017025258733633247,31,10,10,21,0,9
B,2,2902,lasso,50.0,,2533.9179036817936,-1.0682588694399833,1.6911373138427734,0.8,0.36666666666666664,0.5789473684210527,0.2,0.005506328932933497,19,10,8,11,2,19
B,2,2902,lasso,100.0,,2531.465244405825,-1.077437490219931,1.8181309700012207,0.6,0.26666666666666666,0.5714285714285714,0.4,0.00790192904638772,14,10,6,8,4,22
B,2,2902,lasso,200.0,,2506.332459469874,-1.081459016479433,2.341529130935669,0.6,0.03333333333333333,0.14285714285714285,0.4,0.007923808720961654,7,10,6,1,4,29
B,2,2902,enet,1.0,0.5,2612.974167508938,-1.0596719872689293,1.3997840881347656,1.0,1.0,0.75,0.0,0.001969902217374985,40,10,10,30,0,0
B,2,2902,enet,2.0,0.5,2613.0308777982877,-1.0591426032304778,1.3991332054138184,1.0,1.0,0.75,0.0,0.0019120928602454285,40,10,10,30,0,0
B,2,2902,enet,5.0,0.5,2606.5060617038453,-1.0576780983023841,1.3451311588287354,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0017706945341099292,39,10,10,29,0,1
B,2,2902,enet,10.0,0.5,2600.8820415443106,-1.0556077646190087,1.5354950428009033,1.0,0.9333333333333333,0.7368421052631579,0.0,0.001604881500434272,38,10,10,28,0,2
B,2,2902,enet,20.0,0.5,2584.7588776286475,-1.0532598902434716,1.4742445945739746,1.0,0.8333333333333333,0.7142857142857143,0.0,0.0014766973582418272,35,10,10,25,0,5
B,2,2902,enet,50.0,0.5,2559.2336134680572,-1.0551460751441881,1.5462267398834229,0.9,0.6333333333333333,0.6785714285714286,0.1,0.0024110355778858635,28,10,9,19,1,11
B,2,2902,enet,100.0,0.5,2537.5544089719133,-1.0702336961629513,1.9330296516418457,0.8,0.36666666666666664,0.5789473684210527,0.2,0.005851214333005799,19,10,8,11,2,19
B,2,2902,enet,200.0,0.5,2532.8003956488083,-1.0778818720358458,1.8633055686950684,0.6,0.26666666666666666,0.5714285714285714,0.4,0.007904058564277488,14,10,6,8,4,22
B,4,2904,none,0.0,,5034.781055142064,-2.4180649712148834,6.79893684387207,1.0,1.0,0.75,0.0,0.0038330786455472326,40,10,10,30,0,0
B,4,2904,lasso,1.0,,5035.208419627655,-2.41731714641149,6.78692626953125,1.0,1.0,0.75,0.0,0.0033319627254553576,40,10,10,30,0,0
B,4,2904,lasso,2.0,,5028.745528568992,-2.4150359425551025,6.79692816734314,1.0,0.9666666666666667,0.7435897435897436,0.0,0.002786792024541302,39,10,10,29,0,1
B,4,2904,lasso,5.0,,5003.868820701206,-2.4087684613996605,7.321639060974121,1.0,0.8333333333333334,0.7142857142857143,0.0,0.0014978782391912677,35,10,10,25,0,5
B,4,2904,lasso,10.0,,4966.947427398922,-2.4043817969703234,6.393386125564575,1.0,0.6333333333333333,0.6551724137931034,0.0,0.0007702614544784167,29,10,10,19,0,11
B,4,2904,lasso,20.0,,4934.852949312204,-2.403283005205201,5.674636363983154,1.0,0.43333333333333335,0.5652173913043478,0.0,0.0009251594064569772,23,10,10,13,0,17
B,4,2904,lasso,50.0,,4910.75246816978,-2.4185322146897126,4.9701313972473145,1.0,0.13333333333333333,0.2857142857142857,0.0,0.004636441316497657,14,10,10,4,0,26
B,4,2904,lasso,100.0,,5001.536370944594,-2.4676531803435333,3.777203321456909,0.9,0.03333333333333333,0.1,0.1,0.01492006663938733,10,10,9,1,1,29
B,4,2904,lasso,200.0,,5182.359363620234,-2.5758391636960645,4.922382116317749,0.6,0.0,0.0,0.4,0.02634535834144492,6,10,6,0,4,30
B,4,2904,enet,1.0,0.5,5035.105339605026,-2.4185417344715425,6.809947729110718,1.0,1.0,0.75,0.0,0.0036289761546223044,40,10,10,30,0,0
B,4,2904,enet,2.0,0.5,5035.27118202598,-2.4172820227624996,6.813987493515015,1.0,1.0,0.75,0.0,0.003303997979869793,40,10,10,30,0,0
B,4,2904,enet,5.0,0.5,5029.289868029088,-2.413981277659001,6.59255838394165,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0025150097431682434,39,10,10,29,0,1
B,4,2904,enet,10.0,0.5,5004.404337251276,-2.4093157051186544,7.251035213470459,1.0,0.8333333333333334,0.7142857142857143,0.0,0.0015564106370425845,35,10,10,25,0,5
B,4,2904,enet,20.0,0.5,4969.037649378367,-2.4057031969617237,6.677203893661499,1.0,0.6333333333333333,0.6551724137931034,0.0,0.0010256544997925545,29,10,10,19,0,11
B,4,2904,enet,50.0,0.5,4940.712931060558,-2.4083783266599603,5.543801784515381,1.0,0.4,0.5454545454545454,0.0,0.002331024862623832,22,10,10,12,0,18
B,4,2904,enet,100.0,0.5,4934.103520517956,-2.427946659994772,4.978639364242554,1.0,0.13333333333333333,0.2857142857142857,0.0,0.006827460315618129,14,10,10,4,0,26
B,4,2904,enet,200.0,0.5,5043.790921724035,-2.4832949965489086,3.587404251098633,0.9,0.03333333333333333,0.1,0.1,0.017496295413157045,10,10,9,1,1,29
B,1,3001,none,0.0,,4108.9169209955435,-1.9195725986623333,0.6711103916168213,1.0,1.0,0.75,0.0,0.005787022809426671,40,10,10,30,0,0
B,1,3001,lasso,1.0,,4102.331102203314,-1.916651993013069,0.68438720703125,1.0,0.9666666666666667,0.7435897435897436,0.0,0.004913084970891877,39,10,10,29,0,1
B,1,3001,lasso,2.0,,4089.4384380049714,-1.9142706061104626,0.7017123699188232,1.0,0.9,0.7297297297297297,0.0,0.004206513536555312,37,10,10,27,0,3
B,1,3001,lasso,5.0,,4060.457059768238,-1.9108686012612353,0.6858310699462891,1.0,0.7333333333333334,0.6875,0.0,0.0031802094110203656,32,10,10,22,0,8
B,1,3001,lasso,10.0,,4018.3704736431782,-1.9135802819628251,1.0012736320495605,1.0,0.4666666666666667,0.5833333333333334,0.0,0.004142698244210687,24,10,10,14,0,16
B,1,3001,lasso,20.0,,4009.1852321783335,-1.9530411137995203,0.9480838775634766,1.0,0.16666666666666666,0.3333333333333333,0.0,0.02065327110065633,15,10,10,5,0,25
B,1,3001,lasso,50.0,,4150.411365596703,-2.0887322978306795,0.636063814163208,0.6,0.0,0.0,0.4,0.10734582589335251,6,10,6,0,4,30
B,1,3001,lasso,100.0,,4373.453921522949,-2.2058180353939743,0.6579344272613525,0.2,0.0,0.0,0.8,0.16129498933737846,2,10,2,0,8,30
B,1,3001,lasso,200.0,,4373.487068929407,-2.205722423047777,0.5029616355895996,0.2,0.0,0.0,0.8,0.16149084964274207,2,10,2,0,8,30
B,1,3001,enet,1.0,0.5,4102.194087750742,-1.9180523733370327,0.6934354305267334,1.0,0.9666666666666667,0.7435897435897436,0.0,0.0053011935505671084,39,10,10,29,0,1
B,1,3001,enet,2.0,0.5,4102.637005997155,-1.9167654181995082,0.6926758289337158,1.0,0.9666666666666667,0.7435897435897436,0.0,0.004893918144699775,39,10,10,29,0,1
B,1,3001,enet,5.0,0.5,4084.704768233956,-1.9143567402614539,0.7287285327911377,1.0,0.8666666666666667,0.7222222222222222,0.0,0.004138570248674833,36,10,10,26,0,4
B,1,3001,enet,10.0,0.5,4059.0465492371145,-1.9155789327732569,0.9315016269683838,1.0,0.7,0.6774193548387096,0.0,0.004478395429598336,31,10,10,21,0,9
B,1,3001,enet,20.0,0.5,4048.412590839536,-1.933970965565253,0.8308734893798828,1.0,0.5,0.6,0.0,0.011356684817794442,25,10,10,15,0,15
B,1,3001,enet,50.0,0.5,4093.308687615337,-2.037857502075327,0.7267880439758301,0.8,0.1,0.2727272727272727,0.2,0.07237514667998823,11,10,8,3,2,27
B,1,3001,enet,100.0,0.5,4254.502410636813,-2.138949483397697,1.379579782485962,0.6,0.03333333333333333,0.14285714285714285,0.4,0.13019591391758148,7,10,6,1,4,29
B,1,3001,enet,200.0,0.5,4373.620906016359,-2.2057753108977827,0.5657570362091064,0.2,0.0,0.0,0.8,0.16144211395389757,2,10,2,0,8,30
